Company,City,Country,Client Tier,Gap Type,Action Required,Priority
Azurit Rohr GmbH Natürlich leben im Alter,Eisenberg (Pfalz),DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hemmersbach GmbH & Co. KG,Nürnberg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
DFH Deutsche Fertighaus Holding AG,Simmern,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
MEDICLIN Aktiengesellschaft,Offenburg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Siegfried Jacob Metallwerke GmbH & Co. KG,Ennepetal,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Nagarro SE,München,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Offen Group,Hamburg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Kliniken Schmieder (Stiftung & Co.) KG,Allensbach,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
SEGEBERGER KLINIKEN GMBH,Bad Segeberg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
HECTAS Facility Services Stiftung & Co. KG,Wuppertal,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BIRGROUP Holding GmbH & Co. KG,Lübeck,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Trenkwalder Group AG,München,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Kemna Bau Andreae GmbH & Co. KG,Pinneberg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
gepe Gebäudedienste Peterhoff GmbH,Düren,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
GDS Gastronomische Dienstleistungs- und Service GmbH,Radeberg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
RIMC International Hotels & Resorts GmbH,Hamburg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Gewa Gesellschaft für Gebäudereinigung und Wartung mit beschränkter Haftung,Oberhausen,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Söffge Büro-Gebäude- Treppenhausreinigung GmbH & Co. KG,Bremen,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Piening GmbH,Bielefeld,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Gebäudeservice Dietrich West KG,Wuppertal,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
ZAG Zeitarbeits-Gesellschaft GmbH Hannover,Hannover,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Brantner Österreich GmbH,Krems an der Donau,AT,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Verlagsgruppe Passau GmbH,Passau,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
AGROLAB GmbH,Landshut,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
b.i.g. Gruppe Management GmbH,Karlsruhe,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Cura Kurkliniken Seniorenwohn- und Pflegeheime GmbH,Berlin,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
I.K. Hofmann GmbH,St. Florian,AT,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
CARGLASS GmbH,Köln,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Klinik Bavaria GmbH & Co. KG Rehabilitationsklinik Bad Kissingen,Bad Kissingen,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
RENAFAN GmbH,Berlin,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Helmes Gesellschaft für Personalservice mbH,Augsburg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Eugen Block Holding GmbH,Hamburg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Heinrich Schmid Unternehmensgruppe,Reutlingen,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
VAPIANO SE,Köln,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hartmann AG,Leer,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Europa-Park GmbH & Co Mack KG,Rust,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
alltours Unternehmensgruppe,Düsseldorf,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
DIRKS Group GmbH & Co. KG,Emden,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Spitzke SE,Großbeeren,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
TEMPTON Group GmbH,Essen,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
SEGULA TECHNOLOGIES GmbH,Rüsselsheim am Main,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
msg systems ag,Ismaning,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Maritim Hotelgesellschaft mbH,Bad Salzuflen,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Minol Messtechnik W. Lehmann GmbH & Co. KG,Leinfelden-Echterdingen,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Conditorei Coppenrath & Wiese KG,Osnabrück,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Winkels Servicegesellschaft mbH,Geldern,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
FERCHAU GmbH,Gummersbach,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Saubermacher Dienstleistungs AG,Graz,AT,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Victor's Bau + Wert AG,Berlin,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
DvH Medien GmbH,Stuttgart,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
regiocom SE,Magdeburg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
MK Kliniken AG,Hamburg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Raiffeisen-Tours RT-Reisen GmbH,Burghausen,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Pro Seniore Consulting + Conception für Senioreneinrichtungen AG,Saarbrücken,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
McFIT Group,Schlüsselfeld,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
I. K. Hofmann Gruppe,Nürnberg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Peter Gross Bau,St. Ingbert,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Unternehmensgruppe Doblinger,München,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
HPM Verwaltung und Service GmbH,Hamburg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
DuMont Mediengruppe GmbH & Co. KG,Köln,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Tönsmeier,Porta Westfalica,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Mediengruppe Pressedruck,Augsburg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Jüngerhans Maritime Services GmbH & Co. KG,Haren (Ems),DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Dorfner Gruppe,Nürnberg,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Motel One GmbH,München,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Bildungsmanagement GmbH,Wien,AT,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Tabel Personalberatung GmbH,Laatzen,DE,1,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Uzin Utz AG,Ulm,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Schöck Bauteile GmbH,Baden-Baden,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Klingelnberg GmbH,Hückeswagen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Blickle Räder+Rollen GmbH u. Co. KG,Rosenfeld,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Poly-clip System GmbH & Co. KG,Hattersheim am Main,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
FAUN Umwelttechnik GmbH & Co. KG,Osterholz-Scharmbeck,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
EOS GmbH Electro Optical Systems,Krailling,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Harro Höfliger Verpackungsmaschinen GmbH,Allmersbach im Tal,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Gebr. Kemper GmbH & Co. KG,Olpe,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Deutsche Steinzeug Cremer & Breuer Aktiengesellschaft,Alfter,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Weber-Hydraulik GmbH,Güglingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Volkmann & Rossbach GmbH,Montabaur,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Arnold Jäger Holding GmbH,Hannover,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
AFRISO-EURO-INDEX GmbH,Güglingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Erwin Müller GmbH (emco Group),Lingen (Ems),DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
KREMPEL-GROUP,Vaihingen an der Enz,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
EBRO ARMATUREN Gebr. Bröer GmbH,Hagen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BILSTEIN GROUP,Hagen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Brainlab AG,Feldkirchen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
XING AG,Hamburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Sersa Group AG,Zürich,CH,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BUTTING Gruppe,Wittingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hermle AG,Gosheim,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Papierfabrik Louisenthal GmbH,Gmund a.Tegernsee,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
VELUX Deutschland GmbH,Hamburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Moritz J. Weig GmbH & Co. KG,Mayen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BMZ Germany GmbH,Karlstein am Main,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
B.E.S. Brandenburger Elektrostahlwerke GmbH,Brandenburg an der Havel,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Wiegand-Glas GmbH,Steinbach am Wald,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
BLANCO GmbH + Co KG,Oberderdingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Lech-Stahlwerke GmbH,Meitingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Liebherr-Werk Biberach GmbH,Biberach an der Riß,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
EGORA Holding GmbH,Planegg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Julius Thyssen Verwaltungs GmbH,Mülheim an der Ruhr,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Allgaier Werke GmbH,Uhingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Elmos Semiconductor SE,Dortmund,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Caramba Chemie GmbH & Co. KG,Duisburg,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Dieffenbacher GmbH,Eppingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
A. RAYMOND GmbH & Co. KG,Lörrach,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Südpack Verpackungen GmbH & Co. KG,Ochsenhausen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Karwendel-Werke Huber GmbH & Co. KG,Buchloe,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
KM Mahnke GmbH & Co. KG,Mülheim an der Ruhr,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Jokey Plastik Wipperfürth GmbH,Wipperfürth,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
cosnova GmbH,Sulzbach (Taunus),DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Erbe Elektromedizin GmbH,Tübingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Herma GmbH,Filderstadt,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Hako GmbH,Bad Oldesloe,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Wilhelm Layher GmbH & Co. KG,Güglingen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Sievert AG,Osnabrück,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
Konzern der CG Chemikalien GmbH & Co. Holding KG,Laatzen,DE,2,WRONG CONTACT ROLE (have: Geschäftsführer),Find Head of Sales / Vertriebsleiter (currently have Geschäftsführer),LOW
