Name,Company Domain Name,City,State/Region,Country/Region,Postal Code,Phone Number,Company Email,Industry,Description,Annual Revenue,Number of Employees,Client Tier,Industry Tier,Ownership Type,Founding Year,World Market Leader,Niche Leadership,Pipeline Priority Score,In Pipeline,Already in DB,Data Completeness %,Source Lists,Source Count,Target Contact Role
Coko Werk GmbH & Co KG,coko-werk.de,Bad Salzuflen,Nordrhein-Westfalen,DE,32107.0,05222-2899-0,info@coko-werk.de,Industrie,"Das Unternehmen Coko betreibt drei Werke. Von der Konstruktion eines Werkzeuges oder Kunststoffartikels über den Werkzeugbau bis zum Spritzgiessen wird alles aus einer Hand geliefert. Im Anschluss bietet das Unternehmen Weiterverarbeitungsservices wie die Montage von Baugruppen sowie Lackierung, Schäumung, Schweissen oder Bedruckung.",138277940,1000,2,tier1,Dreskrüger / Sander,1926,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Herbert Waldmann GmbH & Co. KG,waldmann.com,Villingen-Schwenningen,Baden-Württemberg,DE,78056.0,07720-6010,info@waldmann.com,Medizintechnik,"Waldmann ist eine international agierende Firma, die ihr Hauptaugenmerk auf Beleuchtungskonzepte für die unterschiedlichsten Branchen und Einsatzgebiete richtet.",140000000,1000,2,tier1,Waldmann,1928,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Micro-Epsilon Messtechnik GmbH & Co. KG,micro-epsilon.de,Ortenburg,Bayern,DE,94496.0,08542-168-0,info@micro-epsilon.de,Industrie,"Micro-Epsilon ist eine Unternehmensgruppe, die sich aus mittelständischen Firmen zusammensetzt und auf die Herstellung von Sensoren spezialisiert hat.",140000000,1032,2,tier1,Karl Wißpeintner,1968,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
König + Neurath AG,koenig-neurath.de,Karben,Hessen,DE,61184.0,06039-483-0,info@koenig-neurath.de,Möbelindustrie,Als einer der führenden Anbieter von Büromobiliar und Raumlösungen entwickelt König + Neurath Lösungen für individuelle Arbeitskulturen.,140169000,1000,2,tier1,König,1925,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
DRAHTZUG HOLDING GMBH & CO. KG,drahtzug.de,Altleiningen,Rheinland-Pfalz,DE,67317.0,06356-966-0,postmaster@drahtzug.com,Industrie,Drahtzug Stein ist ein Hersteller von Drahtartikeln und Schweißzusatzwerkstoffen.,142000000,1285,2,tier1,Stein,1941,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Faller Packaging,faller-packaging.com,Waldkirch,Baden-Württemberg,DE,79183.0,07681-405-0,info@faller-packaging.com,Verpackungsindustrie,Verpackungen und Dienstleistungen für die Pharma- und Healthcareindustrie.,143100000,1300,2,tier1,Faller,1882,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Heimbach-Gruppe,heimbach-group.com,Düren,Nordrhein-Westfalen,DE,52353.0,02421-802-0,info@heimbach.com,Textilindustrie,"Die Heimbach-Gruppe ist ein Hersteller von textilen Produkten für die Papiererzeugung,die Umwelttechnik und anderen ausgewählten Branchen mit Sitz in Düren-Mariaweiler. Der Betrieb stellt Bespannungen für Papiermaschinen, Filtermedien für die industrielle Filtration und technische Textilien für vielfältige Spezialanwendungen her.",143587952,1379,2,tier1,Heimbach/Nachfolger,1811,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Jopp Holding GmbH,jopp.com,Bad Neustadt an der Saale,Bayern,DE,97616.0,09771-9105-0,info@jopp.com,Automobilzulieferer,"Die Anfänge von JOPP gehen zurück auf das Jahr 1919, als mit der Theodor Jopp KG ein Unternehmen zur Produktion von Fahrradteilen und landwirtschaftlichem Zubehör gegründet wurde. Mit dem Ausbau des Geschäfts mit Automobilteilen begann ein Wachstumskurs, der bis heute anhält.",143700000,1900,2,tier1,Büchs,1919,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Stiegelmeyer-Gruppe,stiegelmeyer.com,Herford,Nordrhein-Westfalen,DE,32051.0,05221-185-0,info@stiegelmeyer.com,Möbelindustrie,"Die Firma Stiegelmeyer ist ein Systemanbieter für Kliniken, Pflegeeinrichtungen sowie für die häusliche Pflege.",144000000,1050,2,tier1,Kemmler / Stiegelmeyer,1900,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
EMUGE-Werk Richard Glimpel GmbH & Co. KG,emuge.de,Lauf a. d. Pegnitz,Bayern,DE,91207.0,09123-186-0,info@emuge.de,Werkzeugbau,"Emuge ist eine mittelständische Unternehmensgruppe, die international aktiv ist.",245000000,1900,2,tier1,Glimpel,1920,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
CHANEL GmbH,chanel.com,Hamburg,Hamburg,DE,20457.0,040-554455-0,kundenservice@de.contact.chanel.com,Parfumindustrie,Chanel ist ein französischer Hersteller von Parfum und Kosmetik.,246000000,224,2,tier1,Wertheimer Familie (Frankreich),1998,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
General Atomics Europe GmbH,ga-europe.com/de/home__2/?,Dresden,Sachsen,DE,1109.0,0351-886-5000,info@ga-europe.com,Industrie,Die Spezialtechnik Dresden GmbH fungiert als Holding-Gesellschaft.,246000000,987,2,tier1,General Atomics=Blue Familie (USA),1992,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Agrarfrost GmbH & Co. KG,agrarfrost.de,Wildeshausen,Niedersachsen,DE,27793.0,04434-87-0,info@agrarfrost.de,Industrie,Agrarfrost hat sich auf die Herstellung von Tiefkühl- und Kartoffelprodukten spezialisiert.,246900000,650,2,tier1,Stöver,1967,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
rlc packaging GmbH,rlc-packaging.com,Hannover,Niedersachsen,DE,30169.0,0511-16499-0,rlc@rlc-packaging.com,Verpackungsindustrie,Die RLC Packaging Group ist auf die Herstellung von Verpackungen für empfindliche Konsumgüter spezialisiert.,247000000,1250,2,tier1,Bestehorn,1861,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
BMK professional,bmk-group.de,Augsburg,Bayern,DE,86159.0,0821-207880,info@bmk-group.de,Industrie,BMK Group entwickelt und produziert elektronische Baugruppen und Geräte.,247808148,900,2,tier1,Baur / Knöferle / Müller,1994,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Marc Cain GmbH,marc-cain.de,Bodelshausen,Baden-Württemberg,DE,72411.0,07471-709-0,service@marc-cain.com,Textilindustrie,Marc Cain ist eine weltweit operierende Premium-Marke für Damenmode mit eigenem Produktionsanteil in Deutschland.,248000000,800,2,tier1,Schlotterer,1972,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Salamander Industrie-Produkte GmbH,salamander-windows.com,Türkheim,Bayern,DE,86842.0,08245-52-0,info@sip.de,Baustoffindustrie,"Salamander gehört zu den führenden europäischen Unternehmen für energiesparende, designorientierte Fenster- & Türsysteme. Die Tochter, Salamander Premium Solutions, ist marktführender Hersteller von nachhaltigen Materialien aus Lederabschnitten.",248000000,1450,2,tier1,Schmiedeknecht,1917,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
R. Stahl AG,r-stahl.com,Waldenburg,Baden-Württemberg,DE,74638.0,07942-943-0,info@r-stahl.de,Industrieservice,"R. STAHL ist ein international führendes Unternehmen im elektrischen Explosionsschutz, einem Teilbereich der Elektrotechnik, der den jederzeit sicheren Betrieb elektrischer Geräte und Anlagen in explosionsgefährdeter Umgebung garantiert.",248100000,1669,2,tier1,Stahl / Zaiser,1876,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
LACTALIS Deutschland GmbH,lactalis.de/home.html,Kehl,Baden-Württemberg,DE,77694.0,07851-9438-0,lactalis.deutschland@lactalis.de,Industrie,Lactalis vertreibt Molkereiprodukte aus Frankreich.,249000000,60,2,tier1,Lactalis Besnier Familie (Frankreich),1933,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Firmengruppe Westfälische Stahlgesellschaft,ws-stahl.de,Plettenberg,Nordrhein-Westfalen,DE,58840.0,02391-813-0,wsplettenberg@ws-stahl.de,Metallindustrie,Die Firmengruppe Westfälische Stahlgesellschaft ist seit vielen Jahrzehnten anerkannter Anbieter von Qualitäts- und Edelstählen und mit dem Ziehwerk Plettenberg gefragter Hersteller hochwertiger Blankstähle.,250000000,300,2,tier1,Schaumann,1919,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Silesia Gerhard Hanke GmbH & Co. KG,silesia-aroma.com,Neuss,Nordrhein-Westfalen,DE,41470.0,02137-784-0,www.silesia-aroma.com,Industrie,Die Firma Silesia ist ein Experte für die Herstellung von Aromen.,250000000,500,2,tier1,Hanke,1910,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Tunap Deutschland Vertriebs GmbH & Co. Betriebs KG,tunap.com,Wolfratshausen,Bayern,DE,82515.0,08171-1600-0,info@tunap.com,Industrie,"Tunap ist ein Unternehmen, das sich auf Entwicklungen und Systemlösungen rund um die Chemie spezialisiert hat.",250000000,800,2,tier1,Würth,1972,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Groninger & Co. GmbH,groninger.de,Crailsheim,Baden-Württemberg,DE,74564.0,0 7951/495-0,office@groninger.de,Maschinenbau,"Groninger findet Lösungen für das Füllen und Verschließen von flüssigen Pharma-, Kosmetik- und Consumer Healthcare-Produkten.",250000000,1300,2,tier1,Groninger,1980,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Albrecht Jung GmbH & Co. KG,jung.de,Schalksmühle,Nordrhein-Westfalen,DE,58579.0,02355 8060,kundencenter@jung.de,Industrie,"JUNG ist Premiumanbieter von fortschrittlichen Lösungen. Das Portfolio reicht von der klassischen Elektroinstallation über die Nachrüstung per Funk bis zur vernetzten High-End-Technologie im Smart Home. Die modernen Lösungen überzeugen durch Komfort, Sicherheit und Energieeffizienz.",250000000,1400,2,tier1,Jung,1912,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Montaplast GmbH,montaplast.com,Morsbach,Nordrhein-Westfalen,DE,51597.0,02294-691-0,info@montaplast.com,Automobilzulieferer,Montaplast entwickelt und produziert als Automobilzulieferer Kunststoff-Systeme für den Motorraum sowie für Exterieur und Interieur.,250000000,1500,2,tier1,Stulz-Gruppe,1958,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Rügenwalder Mühle Carl Müller GmbH & Co. KG,ruegenwalder.de,Bad Zwischenahn,Niedersachsen,DE,26160.0,04403-66-0,kontakt@ruegenwalder.de,Industrie,Die Rügenwalder Mühle ist ein mittelständisches Familienunternehmen und zählt zu den bekanntesten Lebensmittelherstellern in Deutschland. Zudem hat die Rügenwalder Mühle als erster deutscher Wursthersteller vor rund drei Jahren vegetarische und vegane Fleischalternativen eingeführt.,233700000,683,2,tier1,Rauffus,1834,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
SUSPA GmbH,suspa.com,Altdorf bei Nürnberg,Bayern,DE,90518.0,09187-930-0,info@de.suspa.com,Industrie,"Suspa fertigt Gasfedern, Höhenverstellungen, Dämpfer sowie Crash- und Sicherheitssysteme.",237000000,1719,2,tier1,Pascal Vanhalst,1951,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Schwering & Hasse Elektrodraht GmbH,sh-elektrodraht.de,Lügde,Nordrhein-Westfalen,DE,32676.0,05281-988-0,info@sh-elektrodraht.de,Industrie,Die Holding für die Unternehmen Schwering und Hasse und Synflex Elektro Service GmbH & Co. KG.,237826844,230,2,tier1,Hasse,1858,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Herbert Kannegiesser GmbH,kannegiesser.de,Vlotho,Nordrhein-Westfalen,DE,32602.0,05733-12-0,info@kannegiesser.de,Maschinenbau,Die Firma Herbert Kannegiesser stellt Maschinen für industrielle Wäschereitechnik her und bietet dazugehörige Dienstleistungen an.,237900000,1595,2,tier1,Kannegiesser,1948,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Schill+Seilacher GmbH,schillseilacher.de,Böblingen,Baden-Württemberg,DE,71032.0,07031-282-0,mail@schillseilacher.de,Textilindustrie,"Das Unternehmen besteht aus zwei Teilen: Das Werk Böblingen der Schill+Seilahcer GmbH produziert spezielle Chemikalien für die Herstellung und Veredelung von Fasern, Textilien, Leder und Papier, während im Werk Hamburg der Schill+Seilacher ""Struktol"" GmbH chemische Spezialitäten für die Gummiindustrie entwickelt und hergestellt werden.",238600000,410,2,tier1,Groß,1877,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Alpla - Werke Lehner GmbH & Co KG,alpla.com/de,Markdorf,Baden-Württemberg,DE,88677.0,07544-508-0,office-markdorf@alpla.com,Verpackungsindustrie,"Alpla - Werke Lehner GmbH & Co KG ist ein Industrieunternehmen im Sektor der Verpackungsindustrie. Das Unternehmen stellt Kunststoffverpackungen aus verschiedenen Materialien her und bietet Produkte für unterschiedliche Anwendungsbereiche an. Alpla - Werke Lehner GmbH & Co KG verfügt über modernste Technologien, die es ermöglichen, hochwertige und effiziente Verpackungslösungen zu produzieren. Die Verpackungslösungen können individuell gestaltet werden, um den spezifischen Anforderungen des Kunden gerecht zu werden. Darüber hinaus bietet das Unternehmen auch Dienstleistungen wie Beratung und Logistik an.",240000000,687,2,tier1,Alpla Lehner Familie (Österreich),1955,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
KEB Automation KG,keb.de,Barntrup,Nordrhein-Westfalen,DE,32683.0,05263 4010,info@keb.de,Automobilzulieferer,"Automatisierungs- und Antriebstechnik, Permanentmagnetbremsen für OEM Anwendungen, sowie elektromagnetische Schaltkupplungen im Powertrain ist das Geschäft der KEB Antriebstechnik.",240000000,1550,2,tier1,Brinkmann/Tavella,1972,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
IDT Biologika GmbH,idt-biologika.de,Dessau-Roßlau,Sachsen-Anhalt,DE,6861.0,034901-885-0,kontakt@idt-biologica.de,Pharmaindustrie,"Die Firma IDT Biologika ist ein Unternehmen mit einer langen Tradition bei der Entwicklung und Herstellung von Arzneimitteln, speziell von Immunbiologika.",241000000,741,2,tier1,Klocke Gruppe,1921,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Willms Fleisch GmbH,willms-fleisch.de,Ruppichteroth,Nordrhein-Westfalen,DE,53809.0,02295 92090,willms@willms-fleisch.de,Industrie,Willms Fleisch ist ist ein regionaler Hersteller von Fleisch- und Wurstwaren.,241038634,245,2,tier1,Willms,1970,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
APOprojekt GmbH,apoprojekt.de,Hamburg,Hamburg,DE,20355.0,040 879 789 80,info@apoprojekt.de,Industrie,Das wachstumsstarke Unternehmen ist im Bereich der gewerblichen Innenausbauprojekte tätig.,242177686,320,2,tier1,Knälmann/ von Paepcke,2007,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Ten Kate GmbH & Co. KG,tenkate.nl,Sögel,Niedersachsen,DE,49751.0,05952-93050,info@tenkate.de,Industrie,Die Firma Ten Kate vertreibt weltweit Inhaltsstoffe für Lebensmittel.,243000000,487,2,tier1,Ten Kate (Niederlande),1920,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Bühler Motor GmbH,buehlermotor.de,Monheim,Bayern,DE,86653.0,09091-5009-0,info@buehlermotor.de,Antriebstechnik,"Bühler Motor gehört zu den Pionieren elektronisch kommutierter (bürstenloser) Kleinmotoren. Heute reicht das Know-How von Bühler Motor weit über DC- und BLDC-Motoren, Getriebemotoren, Wasserpumpen und Zusatzwasserpumpen hinaus.",243300000,1373,2,tier1,Furtwängler,1855,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Boettger Gruppe,boettgergruppe.com,Berlin,Berlin,DE,10997.0,030 700961600,info@boettgergruppe.com,Industrie,"Unter dem Dach der Muttergesellschaft, der Industrie- und Handelsunion Dr. Wolfgang Boettger GmbH & Co. KG (IHU), ist die BOETTGER GRUPPE durch Tochter- und Beteiligungsunternehmen vor allem im Bereich Zucker, aber auch Süßwaren, Logistik sowie Immobilien­entwicklung und -verwaltung tätig.",245000000,300,2,tier1,Dr. Wolfgang Boettger,1904,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
GOLDBECK Ost GmbH,goldbeck.de/standorte/dresden,Klipphausen,Sachsen,DE,1665.0,035204 673-,dresden-sachsen@goldbeck.de,Industrie,Die Dredner Niederlassung Ost des Bielefelder Baukonzerns.,245000000,303,2,tier1,Goldbeck-Bau,1969,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Welser Profile Deutschland GmbH,welser.com,Bönen,Nordrhein-Westfalen,DE,59199.0,02383-914-0,de@welser.com,Metallverarbeitung,Welser Profile ist ein Hersteller von Profilen und Profilsystemen aus Stahl und NE-Metallen.,245000000,700,2,tier1,Welser Familie (Österreich),1664,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
FEUER powertrain GmbH & Co. KG,feuer-pt.de,Nordhausen,Thüringen,DE,99734.0,03631-470-0,info@feuer-pt.de,Automobilzulieferer,"Feuer Powertrain ist ein Unternehmen aus der Automobilzulieferer-Industrie, das einbaufertige Kurbelwellen produziert und vertreibt. 2017 stieg die chinesische Haowu-Gruppe mit ein.",227000000,850,2,tier1,"Feuer, Bernd Gulden, Tewoo Group",2002,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Klasmann-Deilmann GmbH,klasmann-deilmann.com,Geeste,Niedersachsen,DE,49744.0,05937-31-0,info@klasmann-deilmann.com,Industrie,Klasmann-Deilmann ist der weltweit führende Hersteller von Kultursubstraten.,227000000,907,2,tier1,Deilmann,1913,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
JUNGHANS microtec GmbH,junghans-microtec.de,Dunningen,Baden-Württemberg,DE,78655.0,07402-181-0,info@junghans-microtec.de,Rüstungsindustrie,Junghans Microtec entwickelt und produziert Zünder und Zündsysteme.,227500000,500,2,tier1,Diehl,1861,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Hobby-Gruppe,hobby-caravan.de,Fockbek,Schleswig-Holstein,DE,24787.0,04331-606-0,info@hobby-caravan.de,Industrie,Das Hobby Wohnwagenwerk ist ein großer deutscher Hersteller von Caravans und Reisemobilen.,227700000,1000,2,tier1,Striewski,1967,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Sigma-Aldrich Chemie GmbH,sigmaaldrich.com/germany.html,Steinheim am Albuch,Baden-Württemberg,DE,89555.0,089-6513-0,deorders@sial.com,Industrie,"Die Firma Sigma-Aldrich ist ein weltweit führender Hersteller und Händler von chemischen, biochemischen und pharmazeutischen Forschungsmaterialien.",230000000,505,2,tier1,KGaA,1976,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
SPZ Service GmbH,rohrdorfer.eu,Rohrdorf,Bayern,DE,83101.0,08032-182-0,webmaster@rohrdorfer.eu,Zementindustrie,Die Unternehmen der Rohrdorfer Baustoffgruppe fertigen und vertreiben Baustoffe und bieten dazugehörige Dienstleistungen an.,230000000,964,2,tier1,Rohrdorfer Baustoffgruppe,2006,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
MöllerGroup GmbH,moellergroup.com,Bielefeld,Nordrhein-Westfalen,DE,33649.0,0521-4477-0,info@moellergroup.com,Automobilzulieferer,Die Möller Group ist auf Kunststofftechnik und auf flexible Konstruktionsteile spezialisiert.,230150000,1592,2,tier1,von Möller,1730,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Arnold Umformtechnik GmbH & Co. KG,arnold-umformtechnik.de,Forchtenberg,Baden-Württemberg,DE,74670.0,07947-821-0,info@arnold-umformtechnik.de,Industrie,Die Firma Arnold ist spezialisiert auf Umformtechniken.,230500000,1198,2,tier1,Würth,1898,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
