company_name,domain,city,region,country,zip,phone,email_company,industry,industry_tier,description,revenue_eur,employees,client_tier,ownership,founding_year,world_market_leader,niche_leadership,contact_1_name,contact_1_position,contact_1_email,contact_1_linkedin,has_url,has_contact,data_completeness,sources,source_count,contact_1_firstname,contact_1_lastname,target_contact_role,contact_role_match,pipeline_priority,in_pipeline,in_db
Privatmolkerei Naarmann GmbH,naarmann.de,Neuenkirchen,Nordrhein-Westfalen,DE,48482.0,05973-30-0,info@naarmann.de,Industrie,tier1,"Die Privatmolkerei Naarmann ist eine kleinere Molkerei, die sich auf haltbare, schonend erhitzte Milch und Sahneprodukte spezialisiert hat.",127500000.0,140.0,3.0,Naarmann,1903.0,,,None Claus Naarmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Claus,Naarmann,Geschäftsführer/CEO,True,81.0,False,False
von Schaewen AG,von-schaewen.de,Essen,Nordrhein-Westfalen,DE,45128.0,0201-8110-0,service@von-schaewen.de,Metallverarbeitung,tier1,"Von Schaewen ist eine familiengeführte mittelständische Unternehmensgruppe aus der Stahlindustrie, die sich auf den Maschinen- und Anlagenbau spezialisiert hat.",127200000.0,500.0,3.0,von Schaewen,1931.0,,,None Alexander von Schaewen,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Alexander,von Schaewen,Head of Sales / Vertriebsleiter,False,81.0,False,False
Kehr Holdermann GmbH & Co. KG,kehrholdermann.de,Dessau-Roßlau,Sachsen-Anhalt,DE,6846.0,0340-6402025,info@kehr-holdermann.de,Industrie,tier1,Kehr Holdermann GmbH & Co. KG ist ein pharmazeutischer Großhändler und gewährleistet sichere Versorgung von Apotheken mit Arzneimitteln und Gesundheitsprodukten. Zudem bilden sie das zentrale Bindeglied zwischen den Apotheken und pharmazeutischen Unternehmen.,127200000.0,106.0,3.0,Kehr/Holdermann,1990.0,,,None Stephan Holdermann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Stephan,Holdermann,Geschäftsführer/CEO,True,81.0,False,False
coolback GmbH,coolback.de,Nuthe-Urstromtal,Brandenburg,DE,14947.0,03371-68989-0,info@coolback.de,Industrie,tier1,Coolback ist eine Backwaren-Fabrik.,127100000.0,263.0,3.0,Schuster/Bindewald,1999.0,,,None Jürgen Fleige,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Jürgen,Fleige,Geschäftsführer/CEO,True,81.0,False,False
Desitin Arzneimittel GmbH,desitin.de,Hamburg,Hamburg,DE,22335.0,040 – 59101-0,info@desitin.de,Industrie,tier1,Die Desitin Arzneimittel GmbH ist ein europäisches Arzneimittel-Unternehmen und spezialisiert auf anspruchsvolle Produkte für die Therapie neurologischer und psychiatrischer Erkrankungen.,127000000.0,273.0,3.0,,1919.0,,,None Philipp Bloching,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Philipp,Bloching,Geschäftsführer/CEO,True,81.0,False,False
Paul Bippus GmbH & Co. KG,bippus.de,Oberndorf am Neckar,Baden-Württemberg,DE,78727.0,07423-8102-0,info@bippus.de,Industrie,tier1,Kernkompetenzen von Bippus sind neben der Fertigung von Drehteilen auch die Montage von Baugruppen für die Abgasregelung sowie von Rotoren für Asynchronmotoren.,126588874.0,600.0,3.0,Bippus,1958.0,,,None Hans-Werner Bippus,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Hans-Werner,Bippus,Head of Sales / Vertriebsleiter,False,81.0,False,False
SGF Süddeutsche Gelenkscheibenfabrik GmbH & Co KG,sgf.de,Waldkraiburg,Bayern,DE,84478.0,08638-605-0,kontakt@sgf.com,Automobilindustrie,tier1,"Die Produktpalette der SGF umfasst elastische, temperaturbeständige Bauteile zur Drehmomentübertragung und Schwingungsdämpfung. Die Einsatzgebiete liegen überwiegend in der Automobilindustrie und der allgemeinen Maschinen- und Anlagentechnik.",126000000.0,740.0,3.0,div. Partner,1946.0,,,None Michael Weikert,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Michael,Weikert,Head of Sales / Vertriebsleiter,False,81.0,False,False
Südrad GmbH Radtechnik,kronprinz.de,Ebersbach an der Fils,Baden-Württemberg,DE,73061.0,07163-164-0,info@suedrad.de,Automobilindustrie,tier1,Südrad ist ein Hersteller von Pkw- und Lkw- Stahlscheibenräder.,126000000.0,423.0,3.0,Accuride Corporation (USA),1946.0,,,None Johannes Kuron,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Johannes,Kuron,Geschäftsführer/CEO,True,81.0,False,False
Meyenburger Möbel GmbH,meyenburger-moebel.de,Meyenburg,Brandenburg,DE,16945.0,033968-85-0,info@meyenburger-moebel.de,Möbelindustrie,tier1,Die Meyenburger Möbel GmbH ist ein großer brandenburgischer Hersteller von Wohnraummöbeln.,126000000.0,420.0,3.0,Holtkamp,1946.0,,,None Dietmar Gornig,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Dietmar,Gornig,Geschäftsführer/CEO,True,81.0,False,False
Herbert Giloy & Söhne GmbH & Co. KG,giloy.net,Idar-Oberstein,Rheinland-Pfalz,DE,55743.0,06781-409-0,info@giloy.net,Industrie,tier1,Giloy & Söhne agiert im im Diamantschmuckmarkt.,126000000.0,200.0,3.0,Giloy,1931.0,,,None Manfred Giloy,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Manfred,Giloy,Geschäftsführer/CEO,True,81.0,False,False
Andros Deutschland GmbH,odenwald-fruechte.de,Breuberg,Hessen,DE,64747.0,06165-301-0,info@odenwald-fruechte.de,Industrie,tier1,Odenwald-Früchte ist ein in der Obst- und Gemüseverarbeitung tätiges Unternehmen.,126000000.0,175.0,3.0,Andros-Gruppe=Gervoson Familie (Frankreich),1956.0,,,None Tim Schwertner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Tim,Schwertner,Geschäftsführer/CEO,True,81.0,False,False
PARI GmbH,paritec.de,Starnberg,Bayern,DE,82319.0,0881-9410-0,info@pari.de,Medizintechnik,tier1,PARI ist als Hersteller von Medizinprodukten mit dem Schwerpunkt Inhalationsgeräte.,125800000.0,200.0,3.0,Brugger,1999.0,,,None Jürgen Müller,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Jürgen,Müller,Geschäftsführer/CEO,True,81.0,False,False
Böcker Maschinenwerke GmbH,boecker-group.com,Werne,Nordrhein-Westfalen,DE,59368.0,02389-7989-0,info@steinweg-boecker.de,Maschinenbau,tier1,"Die Böcker GmbH ist ein Produzent von Bau- und Industrieaufzügen, Mauertechnik, Baugeräten und Hydraulikgreifern.",125660000.0,629.0,3.0,Böcker,1958.0,,,None Alexander Böcker,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Alexander,Böcker,Head of Sales / Vertriebsleiter,False,81.0,False,False
LTI-Metalltechnik GmbH,lti-metalltechnik.de,Schöntal,Baden-Württemberg,DE,74214.0,0 7943 892-0,info@lti-metalltechnik.de,Metallverarbeitung,tier1,LTI-Metalltechnik ist in der Herstellung von Blecherzeugnissen tätig.,130000000.0,800.0,3.0,Isaak,1969.0,,,None Klaus Isaak,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Klaus,Isaak,Head of Sales / Vertriebsleiter,False,81.0,False,False
Theben AG,theben.de,Haigerloch,Baden-Württemberg,DE,72401.0,07474-692-0,info@theben.de,Industrie,tier1,"Das Unternehmen ist Experte für KNX, Zeitschaltuhren, Präsenz- und Bewegungsmelder mit Fokus auf energy saving comfort.",130000000.0,800.0,3.0,Schwenk,1921.0,,,None Paul Sebastian Schwenk,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Paul Sebastian,Schwenk,Head of Sales / Vertriebsleiter,False,81.0,False,False
CARL BECHEM GMBH,bechem.de,Hagen,Nordrhein-Westfalen,DE,58089.0,02331-935-0,bechem@bechem.de,Industrie,tier1,"Mit über 800 unterschiedlichen Hochleistungsschmierstoffen, die vom Standardprodukt für die gängigsten Anwendungsbereiche bis zum Exklusivprodukt für den einzelnen Kunden reichen, ist BECHEM als Zulieferer für Unternehmen aus allen Bereichen der Industrie, des Handels und des Gewerbes tätig.",130000000.0,600.0,3.0,Franz,1834.0,,,None Christoph Hundertmark,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Christoph,Hundertmark,Head of Sales / Vertriebsleiter,False,81.0,False,False
Wemhöner Surface Technologies GmbH & Co. KG,wemhoener.de,Herford,Nordrhein-Westfalen,DE,32052.0,05221-7702-0,info@wemhoener.de,Maschinenbau,tier1,"Wemhöner ist weltweit Technologieführer für Kurztakt-, Durchlauf- und Variopressen Anlagen.",130000000.0,500.0,3.0,Wemhöner,1925.0,,,None Heiner Wemhöner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Heiner,Wemhöner,Head of Sales / Vertriebsleiter,False,81.0,False,False
Synflex Elektro GmbH,synflex.com,Blomberg,Nordrhein-Westfalen,DE,32825.0,05235 / 968-0,info@synflex.de,Industrie,tier1,Elektroindustrie/Handel/ Konfektion von Produkten für die Elektromotoren und Transformatorenbau.,130000000.0,350.0,3.0,HF Magnet Wire Industries GmbH,1858.0,,,None Fritz-Hubertus Hasse,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Fritz-Hubertus,Hasse,Geschäftsführer/CEO,True,81.0,False,False
Richard Anton KG,richard-anton.de,Gräfelfing,Bayern,DE,82166.0,0 8989 81 440,info@richard-anton.de,Stahlindustrie,tier1,"Das Unternehmen ist ein Lieferant von Grafiten und Spezialkoksen für die Bremsbelagindustrie. Seit 1980 hat sich die Richard Anton KG darauf spezialisiert, hochreine synthetische Grafite sowie kalzinierte Spezialkokse für Bremsbeläge unter dem Markennamen RANCO® zu produzieren.",130000000.0,135.0,3.0,Mader,1904.0,,,None Florian Mader,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Florian,Mader,Geschäftsführer/CEO,True,81.0,False,False
Marc Aurel Textil-GmbH,marc-aurel.com,Gütersloh,Nordrhein-Westfalen,DE,33332.0,05241-945-0,info@marc-aurel.com,Textilindustrie,tier1,Marc Aurel ist ein Damenmodehersteller.,130000000.0,130.0,3.0,Reinhold Richter,1972.0,,,None Reinhold Richter,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Reinhold,Richter,Geschäftsführer/CEO,True,81.0,False,False
Michael und Andreas Marker oHG,markerobst.de,Hamburg,Hamburg,DE,22113.0,040-8080321-0,info@unternehmen-frische.de,Industrie,tier1,Die Michael und Andreas Marker Gesellschaft ist ein Obst- und Gemüse-Großhandel.,130000000.0,130.0,3.0,Marker,1985.0,,,None Michael Marker,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Michael,Marker,Geschäftsführer/CEO,True,81.0,False,False
TexTeam Windel GmbH,windel.de,Bielefeld,Nordrhein-Westfalen,DE,33659.0,0521-4047-0,info@windel.de,Textilindustrie,tier1,"TexTeam Windel ist in den Bereichen Bleichen, Färben, Ausrüsten, Beschichten, Kaschieren etc.",130000000.0,130.0,3.0,Meyer-Stork Nf.,1872.0,,,Dr. Markus Meyer-Stork,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Markus,Meyer-Stork,Geschäftsführer/CEO,True,81.0,False,False
ZOLLNER Weberei Wäschefabrik GmbH + Co. KG,zollner-hotelwaesche.de,Vilsbiburg,Bayern,DE,84137.0,08741-306-21,info@zollner.org,Textilindustrie,tier1,"Bei ZOLLNER Weberei Wäschefabrik GmbH + Co. KG gibt es eine Auswahl an bewährter Gastro-Tischwäsche, Hotelbettwäsche, Bettwaren, Hotelfrottier bis hin zur hochwertigen Berufskleidung und speziell für den Klinik- und Pflegebereich strapazierfähige Kliniktextilien für den täglichen Einsatz.",130000000.0,130.0,3.0,Zollner,1883.0,,,None Karl Zollner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Karl,Zollner,Geschäftsführer/CEO,True,81.0,False,False
Bimmerle KG,bimmerle.de,Achern,Baden-Württemberg,DE,77855.0,07841-6220-0,info@bimmerle.de,Industrie,tier1,Bimmerle ist ein Hersteller von Spirituosen.,130000000.0,80.0,3.0,Bimmerle,1967.0,,,None Werner Benz,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Werner,Benz,Geschäftsführer/CEO,True,81.0,False,False
NAUE GmbH & Co. KG,naue.com,Espelkamp,Nordrhein-Westfalen,DE,32339.0,05743-41-0,kvmaubeuge@naue.com,Baustoffindustrie,tier1,Die Firma Naue agiert als Marktführer für Geokunststoffe. Kernkompetenz des nordrhein-westfälischen Unternehmens mit Sitz in Espelkamp-Fiestel ist die Entwicklung von qualitativen Systemlösungen rund um den Ingenieurbau.,129900000.0,400.0,3.0,Naue,1969.0,,,None Alexander Naue,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Alexander,Naue,Geschäftsführer/CEO,True,81.0,False,False
kocher-plastik Maschinenbau-GmbH.,kocher-plastik.de,Sulzbach-Laufen,Baden-Württemberg,DE,74429.0,07976-80-0,mail@kocher-plastik.de,Maschinenbau,tier1,Kocher-Plastik Maschinenbau produziert Verpackungsautomaten für flüssige und pastöse Produkte.,129900000.0,325.0,3.0,Hansen Gruppe,1964.0,,,None Bernd Hansen,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Bernd,Hansen,Geschäftsführer/CEO,True,81.0,False,False
Achenbach Buschhütten GmbH & Co. KG,achenbach.de,Kreuztal,Nordrhein-Westfalen,DE,57223.0,02732-799-0,info@achenbach.de,Industrie,tier1,Achenbach Buschhütten entwickelt und baut Nicht-Eisen-Metall-Walzwerkanlagen und Folienschneidmaschinen.,129650000.0,489.0,3.0,Barten,1452.0,,,None André E. Barten,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,André E.,Barten,Geschäftsführer/CEO,True,81.0,False,False
C. & E. FEIN GmbH,fein.de,Schwäbisch Gmünd,Baden-Württemberg,DE,73529.0,07173-183-0,info@fein.de,Werkzeugbau,tier1,"Fein ist ein schwäbisches Traditionsunternehmen, das sich auf den Werkzeugbau spezialisiert hat.",129000000.0,900.0,3.0,Fein,1867.0,,,Dr. Michael Fischer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Michael,Fischer,Head of Sales / Vertriebsleiter,False,81.0,False,False
Mineralbrunnen RhönSprudel Egon Schindel GmbH,rhoensprudel.de,Ebersburg,Hessen,DE,36157.0,06656-58-0,info-rs@rhoensprudel.de,Getränkeindustrie,tier1,Rhönsprudel gehört zu den Top 12 der deutschen Mineralbrunnen.,128700000.0,344.0,3.0,Schindel,1911.0,,,None Christian Schindel,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Christian,Schindel,Geschäftsführer/CEO,True,81.0,False,False
Dr.Kade Pharmazeutische Fabrik GmbH,kade.de/start,Berlin,Berlin,DE,12277.0,030-72082-0,info@kade.de,Pharmaindustrie,tier1,"Dr.Kade Pharmazeutische Fabrik GmbH ist ein Unternehmen aus der Pharmaindustrie. Es produziert und vertreibt pharmazeutische Produkte an Apotheken und andere Einrichtungen im Gesundheitswesen. Das Unternehmen verfügt über ein breites Sortiment an Arzneimitteln, Medikamenten und Nahrungsergänzungsmitteln sowie über verschiedene Dienstleistungen, die es Kunden ermöglichen, ihren Bedarf zu decken. Dr.Kade bietet außerdem Beratungsleistungen für Kunden an, um sicherzustellen, dass sie das beste Produkt für ihr spezielles Anliegen finden.",133000000.0,430.0,3.0,Sackler Familie (USA),1886.0,,,None Annett Ilono Schubert,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Annett Ilono,Schubert,Geschäftsführer/CEO,True,81.0,False,False
GMT-Gummi-Metall-Technik GmbH,gmt-gmbh.de,Bühl,Baden-Württemberg,DE,77815.0,07223-8040,info@gmt-gmbh.de,Industrie,tier1,"Die GMT, kurz für Gummi-Metall-Technik, entwickelt und produziert Komponenten und Systeme im Bereich der Schall- und Schwingungstechnologie.",133000000.0,356.0,3.0,Engstler,1968.0,,,None Thomas Engstler,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Thomas,Engstler,Geschäftsführer/CEO,True,81.0,False,False
RETTIG Germany GmbH,purmo.com/de,Goslar,Niedersachsen,DE,38690.0,05324-808-0,info@purmo.de,Industrie,tier1,Purmo ist eine Marke der finnischen Unternehmensgruppe Rettig ICC.,133000000.0,194.0,3.0,Rettig Group (Finnland),1974.0,,,None Uwe Schubmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Uwe,Schubmann,Geschäftsführer/CEO,True,81.0,False,False
Spekon Sächsische Spezialkonfektion GmbH,spekon.de,Seifhennersdorf,Sachsen,DE,2782.0,03586-456-0,info@spekon.de,Textilindustrie,tier1,Die Firma Spekon ist ein Experte für Fallschirme.,133000000.0,133.0,3.0,Yegin,1842.0,,,None Serdar Kaya,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Serdar,Kaya,Geschäftsführer/CEO,True,81.0,False,False
wagro Tabakwaren Philipp Wagner Nachfolger Heinrich Wagner GmbH & Co. KG,wagro.de,Duisburg,Nordrhein-Westfalen,DE,47269.0,0203-97597-0,info@wagro.de,Tabakindustrie,tier1,"Als einer der führenden Tabakwaren- & Convenience-Großhändler in Deutschland sorgt Wagro mit ihren Leistungen für eine reibungslose Warenversorgung von über 800 Einzelhandelsgeschäften aus den Bereichen Tabakwarenfachgeschäften, Tankstellen, Kiosk & Convenience Shops und Lebensmittelhandel.",133000000.0,70.0,3.0,Heinrich Wagner,1918.0,,,None Heinrich Wagner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Heinrich,Wagner,Geschäftsführer/CEO,True,81.0,False,False
Bell Equipment (Deutschland) GmbH,bellequipment.com/de-De,Alsfeld,Hessen,DE,36304.0,06631-9113-0,center@de.bellequipment.com,Maschinenbau,tier1,"Bell Equipment ist ein weltweit aktives Familienunternehmen, dessen Expertise im Bau von knickgelenkten Muldenkippern liegt.",133000000.0,66.0,3.0,Bell Equipment (Südafrika),1958.0,,,None Andreas Heinrich,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Andreas,Heinrich,Geschäftsführer/CEO,True,81.0,False,False
WAFA Germany GmbH,wafa.com,Augsburg,Bayern,DE,86179.0,0821-803-0,info@wafa.com,Automobilzulieferer,tier1,Wafa gehört im Kunststoffspritzguss sowie in der Oberflächenveredelung von hochwertigen Dekorteilen weltweit zu den führenden Anbietern.,132900000.0,443.0,3.0,Holderried,1949.0,,,None Martin Gerhard Erich Witte,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Martin Gerhard Erich,Witte,Geschäftsführer/CEO,True,81.0,False,False
Molkerei Hainichen-Freiberg GmbH & Co. KG,molkerei-freiberg.de,Freiberg,Sachsen,DE,9599.0,03731-302-0,info@molkerei-freiberg.de,Industrie,tier1,Die Molkerei Hainichen-Freiberg ist spezialisiert auf die Verarbeitung von Milch.,132400000.0,295.0,3.0,Ehrmann,1910.0,,,None Christian Ehrmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Christian,Ehrmann,Geschäftsführer/CEO,True,81.0,False,False
ASSMANN BÜROMÖBEL GMBH & CO. KG,assmann.de,Melle,Niedersachsen,DE,49324.0,05422-706-0,assmann@assmann.de,Möbelindustrie,tier1,Assmann ist ein deutscher Hersteller von Büromöbeln.,132000000.0,385.0,3.0,Aßmann,1939.0,,,None Dirk Aßmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Dirk,Aßmann,Geschäftsführer/CEO,True,81.0,False,False
Molkerei Weihenstephan GmbH & Co. KG,molkerei-weihenstephan.de,Freising,Bayern,DE,85354.0,08161-172-0,info@molkerei-weihenstephan.de,Industrie,tier1,"Weihenstephan ist eine Molkerei, die verschiedene Milchprodukte herstellt und an den Handel vertreibt.",132000000.0,220.0,3.0,Müller Milch Familie (Schweiz),1852.0,,,None René Roth,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,René,Roth,Geschäftsführer/CEO,True,81.0,False,False
Schwabfrucht GmbH & Co. KG,schwabfrucht.de,Buseck,Hessen,DE,35418.0,06408-910-0,info@schwabfrucht.de,Industrie,tier1,Die Firma Schwabfrucht ist ein Vollanbieter rund um Obst und Gemüse.,132000000.0,150.0,3.0,Bruns/Pott/Hamm/Herbst/Rieper,1920.0,,,None Thomas Hochmuth,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Thomas,Hochmuth,Geschäftsführer/CEO,True,81.0,False,False
Vahle-Gruppe,vahle.de,Kamen,Nordrhein-Westfalen,DE,59174.0,02307-704-0,info@vahle.de,Industrie,tier1,"Die VAHLE-Gruppe ist Spezialist für mobile Energie- und Datenübertragung mit Hauptsitz in Kamen, Deutschland. Mit 13 VAHLE-Gesellschaften weltweit und über Vertretungen ist VAHLE in 52 Ländern aktiv. In 2012 besteht das Unternehmen seit 100 Jahren und befindet sich im Besitz der Familie Vahle.",131430000.0,715.0,3.0,Vahle,1912.0,,,None Achim Dries,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Achim,Dries,Head of Sales / Vertriebsleiter,False,81.0,False,False
fan frankenstolz Schlafkomfort H. Neumeyer gmbh & co. KG,frankenstolz.de,Mainaschaff,Bayern,DE,63814.0,06021-708-0,verkauf@frankenstolz.de,Industrie,tier1,Frankenstolz Schlafkomfort ist ein Hersteller von Heimtextilien und Schlafsystemen.,131000000.0,700.0,3.0,Neumeyer,1955.0,,,None Carl-Christoph Held,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Carl-Christoph,Held,Head of Sales / Vertriebsleiter,False,81.0,False,False
HYDRO Systems KG,hydro.aero,Biberach,Baden-Württemberg,DE,77781.0,07835-787-0,info@hydro.aero,Industrie,tier1,Hydro Systems ist ein Hersteller von Teilen und Werkzeugen für die Wartung und Reparatur von Flugzeugen.,131000000.0,700.0,3.0,Huttegger,1965.0,,,None Barbara Huttegger,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Barbara,Huttegger,Head of Sales / Vertriebsleiter,False,81.0,False,False
